31447,MagicintheWater(1995),Adventure,Children,Fantasy,,,,,
31467,GreatWhiteHope,The(1970),Action,Drama,,,,,,
31485,Professionals,The(1966),Western,,,,,,,
31494,EverydayPeople(2004),Drama,,,,,,,
31522,MarriageofMariaBraun,The(EhederMariaBraun,Die)(1979),Drama,,,,,,,
31528,BeauGeste(1939),Action,Adventure,Drama,War,,,,
31545,Hole,The(a.k.a.NightWatch,The)(Trou,Le)(1960),Crime,Film-Noir,,,,,,
31547,LessonsofDarkness(LektioneninFinsternis)(1992),Documentary,War,,,,,,
31553,DoubleDragon(1994),Action,Adventure,Sci-Fi,,,,,
31555,MacandMe(1988),Children,Fantasy,Sci-Fi,,,,,
31577,Scorchers(1991),Comedy,Drama,,,,,,
31584,Rosenstrasse(2003),Drama,War,,,,,,
31588,Casqued'or(a.k.a.GoldenMarie)(1952),Crime,Drama,Romance,,,,,
31590,Grisbi(Touchezpasaugrisbi)(1954),Crime,Drama,Thriller,,,,,
31594,Matchmaker,The(1958),Comedy,Romance,,,,,,
31598,BalladoftheSadCafe,The(1991),Drama,,,,,,,
31600,Deceivers,The(1988),Adventure,Drama,Thriller,,,,,
31606,Siberia(1998),Comedy,,,,,,,
31610,PurpleButterfly(Zihudie)(2003),Drama,,,,,,,
31613,Easy(2003),Comedy,Drama,Romance,,,,,
31617,ElCid(1961),Action,Adventure,Drama,Romance,War,,,
31628,TaxingWoman,A(Marusanoonna)(1987),Comedy,,,,,,,
31658,Howl'sMovingCastle(Haurunougokushiro)(2004),Adventure,Animation,Fantasy,Romance,Sci-Fi,,,
31660,Steamboy(Suchîmubôi)(2004),Action,Adventure,Animation,Drama,Fantasy,Sci-Fi,,
31680,AssistedLiving(2003),Comedy,Drama,,,,,,
31682,NomiSong,The(2004),Documentary,Musical,,,,,,
31685,Hitch(2005),Comedy,Romance,,,,,,
31687,Pooh'sHeffalumpMovie(2005),Animation,Children,,,,,,
31689,InsideDeepThroat(2005),Documentary,,,,,,,
31692,UncleNino(2003),Comedy,,,,,,,
31694,Bride&Prejudice(2004),Comedy,Musical,Romance,,,,,
31696,Constantine(2005),Action,Horror,Thriller,,,,,
31698,SonoftheMask(2005),Action,Adventure,Comedy,Fantasy,,,,
31700,BecauseofWinn-Dixie(2005),Children,Comedy,Drama,,,,,
31702,TurtlesCanFly(Lakposhthahâmparvazmikonand)(2004),Drama,War,,,,,,
31705,BeautifulBoxer(2003),Action,Drama,,,,,,
31724,PaulyShoreIsDead(2003),Comedy,,,,,,,
31737,BunnyLakeIsMissing(1965),Mystery,Thriller,,,,,,
31742,Jeremy(1973),Drama,Romance,,,,,,
31747,Don'tTellHerIt'sMe(1990),Comedy,Romance,,,,,,
31750,UntilSeptember(1984),Drama,Romance,,,,,,
31770,NightandtheCity(1950),Film-Noir,Thriller,,,,,,
31785,FrozenLand(Pahamaa)(2005),Drama,,,,,,,
31804,NightWatch(Nochnoydozor)(2004),Action,Fantasy,Horror,Mystery,Sci-Fi,Thriller,,
31807,DottheI(2003),Drama,Film-Noir,Thriller,,,,,
31854,Morocco(1930),Drama,Romance,,,,,,
31867,ManoftheHouse(2005),Action,Comedy,,,,,,
31878,KungFuHustle(Gongfu)(2004),Action,Comedy,,,,,,
31900,TravellersandMagicians(2003),Adventure,Drama,,,,,,
31903,Zelary(2003),Drama,Romance,,,,,,
31909,Dr.Giggles(1992),Comedy,Horror,,,,,,
31923,ThreeMusketeers,The(1973),Action,Adventure,Comedy,,,,,
31930,MasculinFéminin(1966),Drama,,,,,,,
31934,FourFeathers,The(1939),Adventure,War,,,,,,
31950,CurseoftheDemon(NightoftheDemon)(1957),Fantasy,Horror,Mystery,,,,,
31952,Control(Kontroll)(2003),Comedy,Drama,Mystery,,,,,
31956,5x2(2004),Drama,Romance,,,,,,
31973,GermanyYearZero(Germaniaannozero)(1948),Drama,War,,,,,,
31998,HoleinMyHeart,A(EttHålimitthjärta)(2004),Drama,,,,,,,
32002,BiggerThantheSky(2005),Comedy,Drama,Romance,,,,,
32009,DiaryofaMadBlackWoman(2005),Comedy,Drama,,,,,,
32011,Cursed(2005),Horror,Thriller,,,,,,
32013,LooptheLoop(a.k.a.UpandDown)(Horempádem)(2004),Comedy,,,,,,,
32015,GoryGoryHallelujah(2003),Comedy,Fantasy,Horror,,,,,
32017,Pacifier,The(2005),Action,Comedy,,,,,,
32019,BeCool(2005),Comedy,Crime,Musical,,,,,
32022,GunnerPalace(2004),Documentary,War,,,,,,
32025,WalkonWater(2004),Drama,Thriller,,,,,,
32029,Hostage(2005),Action,Crime,Drama,Thriller,,,,
32031,Robots(2005),Adventure,Animation,Children,Comedy,Fantasy,Sci-Fi,,
32049,LaughingPoliceman,The(1973),Crime,Drama,Thriller,,,,,
32056,Bopha!(1993),Drama,,,,,,,
32058,ClassAction(1991),Drama,,,,,,,
32060,CatandtheCanary,The(1927),Horror,Mystery,,,,,,
32062,CourageMountain(1990),Adventure,Children,Drama,,,,,
32074,KisstheBride(2002),Drama,Romance,,,,,,
32076,Godzillavs.TheSeaMonster(Gojira-Ebira-Mosura,,,,,,,,
32078,Godzillavs.Mechagodzilla(GojiraVSMekagojira)(1993),Action,Drama,Sci-Fi,,,,,
32082,ThatChampionshipSeason(1982),Drama,,,,,,,
32084,Crush(1992),Drama,,,,,,,
32088,DNA(1997),Action,Sci-Fi,,,,,,
32090,LowLife,The(1995),Drama,,,,,,,
32109,Rendez-vous(1985),Drama,,,,,,,
32116,Oh,God!YouDevil(1984),Comedy,,,,,,,
32120,AmongstFriends(1993),Crime,Drama,,,,,,
32122,Asfalto(2000),Drama,,,,,,,
32124,GodIsBrazilian(DeusÉBrasileiro)(2003),Adventure,Comedy,Fantasy,,,,,
32126,AprilCaptains(CapitãesdeAbril)(2000),Drama,,,,,,,
32128,Blackball(2003),Comedy,Drama,,,,,,
32139,AgonyandtheEcstasy,The(1965),Drama,,,,,,,
32141,ReturntoPeytonPlace(1961),Drama,,,,,,,
32149,ButchandSundance,,,,,,,,
32151,ItHappenedtoJane(1959),Comedy,,,,,,,
32153,OnceUponaForest(1993),Adventure,Animation,Children,Fantasy,,,,
32156,HelloDownThere(1969),Comedy,Sci-Fi,,,,,,
32158,AllinaNight'sWork(1961),Comedy,,,,,,,
32160,TwentiethCentury(1934),Comedy,,,,,,,
32162,MySisterEileen(1955),Comedy,Musical,Romance,,,,,
32166,StrangersWhenWeMeet(1960),Drama,,,,,,,
32170,Chronicles(Crónicas)(2004),Crime,Drama,,,,,,
32174,GreenBerets,The(1968),Action,Drama,War,,,,,
32179,ElevatortotheGallows(Ascenseurpourl'échafaud)(1958),Crime,Drama,Thriller,,,,,
32211,Thriller,,,,,,,,
32213,CubeZero(2004),Horror,Mystery,Sci-Fi,Thriller,,,,
32234,Julia(1977),Drama,,,,,,,
32239,SaveTheGreenPlanet!(Jigureuljikyeora!)(2003),Comedy,Drama,Horror,Sci-Fi,Thriller,,,
32261,ThirtySecondsOverTokyo(1944),Drama,War,,,,,,
32285,Boys&GirlsFromCountyClare,The(2003),Comedy,Musical,Romance,,,,,
32289,IcePrincess(2005),Children,Comedy,Drama,,,,,
32291,MelindaandMelinda(2004),Comedy,Drama,,,,,,
32294,MilkandHoney(2003),Drama,,,,,,,
32296,MissCongeniality2,,,,,,,,
32298,GuessWho(2005),Comedy,Romance,,,,,,
32300,D.E.B.S.(2004),Action,Comedy,,,,,,
32302,LeagueofOrdinaryGentlemen,A(2004),Documentary,,,,,,,
32314,IncidentatLochNess(2004),Adventure,Comedy,Documentary,,,,,
32316,River,The(1951),Drama,Romance,,,,,,
32318,Virginia'sRun(2002),Drama,,,,,,,
32325,Yanks(1979),Drama,Romance,War,,,,,
32329,ParadiseAlley(1978),Drama,,,,,,,
32333,SeagullsLaughter,The(Mávahlátur)(2001),Comedy,Drama,,,,,,
32335,WildHorses(Caballossalvajes)(1995),Drama,,,,,,,
32342,WomanThouArtLoosed(2004),Drama,,,,,,,
32345,Arrowsmith(1931),Drama,,,,,,,
32347,BarbaryCoast(1935),Adventure,Drama,Romance,Western,,,,
32349,StellaDallas(1937),Drama,,,,,,,
32352,ThiefandtheCobbler,The(a.k.a.ArabianKnight)(1995),Animation,Children,Comedy,Musical,Romance,,,
32354,FreeRadicals(BöseZellen)(2003),Drama,,,,,,,
32361,ComeandGetIt(1936),Drama,,,,,,,
32369,PanicintheStreets(1950),Crime,Drama,Film-Noir,Thriller,,,,
32371,CallNorthside777(1948),Crime,Drama,Film-Noir,,,,,
32375,YoungTörless,The(DerJungeTörless)(1966),Drama,,,,,,,
32381,BellsAreRinging(1960),Comedy,Musical,Romance,,,,,
32383,Finian'sRainbow(1968),Fantasy,Musical,,,,,,
32385,ToolboxMurders,The(1978),Horror,Thriller,,,,,,
32387,SwordofDoom,The(Dai-bosatsutôge)(1966),Action,Drama,,,,,,
32389,DeepCrimson(Profundocarmesí)(1996),Crime,Drama,,,,,,
32392,800Bullets(800balas)(2002),Comedy,Western,,,,,,
32395,AttackoftheMushroomPeople(Matango)(1963),Fantasy,Horror,Sci-Fi,Thriller,,,,
32444,Carmen(1983),Drama,Musical,Romance,,,,,
32456,PomPoko(a.k.a.RaccoonWar,The)(Heiseitanukigassenpompoko)(1994),Animation,Comedy,Drama,Fantasy,,,,
32460,Knockin'OnHeaven'sDoor(1997),Action,Comedy,Crime,Drama,,,,
32469,We'reNoAngels(1955),Comedy,Crime,Drama,,,,,
32525,EarringsofMadamede...,The(Madamede...)(1953),Drama,,,,,,,
32582,WildParrotsofTelegraphHill,The(2003),Documentary,,,,,,,
32584,BalladofJackandRose,The(2005),Drama,,,,,,,
32587,SinCity(2005),Action,Crime,Film-Noir,Thriller,,,,
32589,BeautyShop(2005),Comedy,,,,,,,
32591,LookatMe(Commeuneimage)(2004),Comedy,Drama,Romance,,,,,
32593,DusttoGlory(2005),Action,Adventure,Documentary,,,,,
32596,Sahara(2005),Action,Adventure,Comedy,,,,,
32598,FeverPitch(2005),Comedy,Romance,,,,,,
32600,Eros(2004),Drama,,,,,,,
32602,WinterSolstice(2004),Drama,,,,,,,
32605,Smile(2005),Drama,,,,,,,
32617,EyeoftheTiger(1986),Action,,,,,,,
32620,NotontheLips(Passurlabouche)(2003),Comedy,Musical,Romance,,,,,
32625,Krakatoa,EastofJava(1969),Drama,,,,,,,
32627,Rhinestone(1984),Comedy,,,,,,,
32632,ElectraGlideinBlue(1973),Action,Crime,,,,,,
32646,BringontheNight(1985),Documentary,Musical,,,,,,
32649,SpecialDay,A(UnaGiornataParticolare)(1977),Drama,War,,,,,,
32657,ManWhoPlantedTrees,The(Hommequiplantaitdesarbres,L')(1987),Animation,Drama,,,,,,
32666,NationalLampoon'sLadyKillers(a.k.a.NationalLampoon'sGoldDiggers)(2003),Comedy,,,,,,,
32668,BlindHorizon(2003),Drama,Thriller,,,,,,
32674,IslandsintheStream(1977),Drama,,,,,,,
32677,GoforBroke!(1951),Drama,War,,,,,,
32721,BattleoftheBulge(1965),Action,Drama,War,,,,,
32743,Ringu0,,,,,,,,
32770,Brothers(Brødre)(2004),Drama,,,,,,,
32781,Hawaii(1966),Drama,,,,,,,
32792,RedDesert,The(Desertorosso,Il)(1964),Drama,,,,,,,
32825,Sexmission(Seksmisja)(1984),Adventure,Comedy,Sci-Fi,,,,,
32844,WaterlooBridge(1940),Drama,Romance,War,,,,,
32853,SorrowandthePity,The(Chagrinetlapitié,Le)(1969),Documentary,War,,,,,,
32862,WithSixYouGetEggroll(1968),Comedy,Romance,,,,,,
32875,Holiday(Jourdefête)(1949),Comedy,,,,,,,
32882,BigStore,The(1941),Comedy,,,,,,,
32892,MyNameIsIvan(a.k.a.Ivan'sChildhood)(Ivanovodetstvo)(1962),Drama,War,,,,,,
32954,ChantofJimmyBlacksmith,The(1978),Drama,,,,,,,
32966,LetHimHaveIt(1991),Crime,Drama,,,,,,
32988,Clean(2004),Drama,,,,,,,
32999,Wilson(1944),Drama,,,,,,,
33004,Hitchhiker'sGuidetotheGalaxy,The(2005),Adventure,Comedy,Sci-Fi,,,,,
33008,King'sGame(Kongekabale)(2004),Thriller,,,,,,,
33036,EigerSanction,The(1975),Action,Thriller,,,,,,
33072,FforFake(Véritésetmensonges)(1974),Documentary,Mystery,,,,,,
33085,AmityvilleHorror,The(2005),Horror,Thriller,,,,,,
33113,ActofViolence(1948),Drama,Film-Noir,Thriller,,,,,
33119,MiracleinMilan(MiracoloaMilano)(1951),Comedy,Drama,Fantasy,,,,,
33124,BeforetheFall(NaPolA-ElitefürdenFührer)(2004),Drama,War,,,,,,
33126,FriscoKid,The(1979),Comedy,Western,,,,,,
33132,StateProperty2(2005),Action,Crime,Drama,,,,,
33134,YearoftheYao,The(2004),Documentary,,,,,,,
33136,HouseofD(2004),Drama,,,,,,,
33138,Palindromes(2004),Adventure,Comedy,Drama,,,,,
33140,DownandDerby(2005),Children,Comedy,,,,,,
33142,WakeInProvidence,A(1999),Comedy,,,,,,,
33145,LotLikeLove,A(2005),Comedy,Drama,Romance,,,,,
33148,King'sRansom(2005),Comedy,Crime,,,,,,
33150,GameofTheirLives,The(2005),Drama,,,,,,,
33152,Madison(2001),Drama,,,,,,,
33154,Enron,,,,,,,,
33158,xXx,,,,,,,,
33160,DeathofaDynasty(2003),Comedy,,,,,,,
33162,KingdomofHeaven(2005),Action,Drama,Romance,War,,,,
33164,HouseofWax(2005),Horror,Thriller,,,,,,
33166,Crash(2004),Crime,Drama,,,,,,
33168,JiminyGlickinLaLaWood(2004),Comedy,Mystery,,,,,,
33171,MysteriousSkin(2004),Drama,Mystery,,,,,,
33188,Mischief(1985),Comedy,Romance,,,,,,
33191,Jubal(1956),Western,,,,,,,
33193,VivaMaría!(1965),Adventure,Comedy,Western,,,,,
33237,SanFrancisco(1936),Drama,Musical,Romance,,,,,
33264,Satan'sTango(Sátántangó)(1994),Drama,,,,,,,
33288,Kes(1969),Drama,,,,,,,
33296,BuyingtheCow(2002),Comedy,Romance,,,,,,
33312,Cocoanuts,The(1929),Comedy,Musical,,,,,,
33321,RoadHouse(1948),Drama,Film-Noir,,,,,,
33340,KidsReturn(Kizzuritân)(1996),Drama,,,,,,,
33358,OfftheMap(2003),Comedy,Drama,,,,,,
33410,Crackerjack(2002),Comedy,,,,,,,
33421,DearWendy(2005),Drama,,,,,,,
33437,Unleashed(a.k.a.DannyTheDog)(2005),Action,Drama,Thriller,,,,,
33451,Ugly,DirtyandBad(Bruttisporchiecattivi)(1976),Comedy,Drama,,,,,,
33454,Léolo(1992),Comedy,Drama,,,,,,
33493,StarWars,,,,,,,,
33495,Kicking&Screaming(2005),Comedy,,,,,,,
33499,Monster-in-Law(2005),Comedy,Romance,,,,,,
33539,DeepBlue(2003),Documentary,,,,,,,
33558,SnowWalker,The(2003),Adventure,Drama,,,,,,
33564,Divorce-ItalianStyle(Divorzioall'italiana)(1961),Comedy,,,,,,,
33585,9Songs(2004),Drama,Romance,,,,,,
33592,BadGuy(Nabbeunnamja)(2001),Drama,,,,,,,
33603,Simon(2004),Comedy,Drama,,,,,,
33608,December7th(1943),Documentary,War,,,,,,
33615,Madagascar(2005),Adventure,Animation,Children,Comedy,,,,
33621,Somersault(2004),Drama,,,,,,,
33629,Airborne(1993),Adventure,Comedy,,,,,,
33639,MadHotBallroom(2005),Children,Documentary,,,,,,
33641,TellThemWhoYouAre(2004),Documentary,,,,,,,
33644,Dominion,,,,,,,,
33646,LongestYard,The(2005),Comedy,Drama,,,,,,
33649,SavingFace(2004),Comedy,Drama,Romance,,,,,
33660,CinderellaMan(2005),Drama,Romance,,,,,,
33669,SisterhoodoftheTravelingPants,The(2005),Adventure,Comedy,Drama,,,,,
33672,LordsofDogtown(2005),Action,Comedy,Drama,,,,,
33675,AfterYou(Aprèsvous...)(2003),Comedy,Romance,,,,,,
33677,RockSchool(2005),Documentary,,,,,,,
33679,Mr.&Mrs.Smith(2005),Action,Adventure,Comedy,Romance,Thriller,,,
33681,AdventuresofSharkBoy&LavaGirlin3-D,The(2005),Action,Adventure,Children,Fantasy,,,,
33683,HighTension(a.k.a.SwitchbladeRomance)(Hautetension)(2003),Horror,Thriller,,,,,,
33685,Honeymooners,The(2005),Comedy,,,,,,,
33688,Parineeta(2005),Drama,Musical,Romance,,,,,
33722,LadiesinLavender(2004),Comedy,Drama,Romance,,,,,
33725,It'sAllGonePeteTong(2004),Comedy,Drama,Musical,,,,,
33750,InnocentVoices(Vocesinocentes)(2004),Drama,War,,,,,,
33781,QuoVadis(1951),Drama,Romance,,,,,,
33794,BatmanBegins(2005),Action,Crime,,,,,,
33815,PerfectMan,The(2005),Comedy,Drama,Romance,,,,,
33817,MySummerofLove(2004),Drama,Romance,,,,,,
33819,Heights(2004),Drama,,,,,,,
33821,Deal,The(2005),Drama,,,,,,,
33823,BridgeofSanLuisRey,The(2004),Drama,,,,,,,
33826,SaintRalph(2004),Comedy,Drama,,,,,,
33830,Herbie,,,,,,,,
33832,Yes(2004),Drama,,,,,,,
33834,LandoftheDead(2005),Action,Horror,Thriller,,,,,
33836,Bewitched(2005),Comedy,Fantasy,Romance,,,,,
33838,Rize(2005),Documentary,,,,,,,
33880,MeandYouandEveryoneWeKnow(2005),Comedy,Drama,,,,,,
33896,Three...Extremes(Saamgaangyi)(2004),Horror,,,,,,,
33903,Edukators,The(DieFettenJahresindvorbei)(2004),Comedy,Crime,Drama,Romance,,,,
33905,SomebodyUpThereLikesMe(1956),Action,Crime,Drama,,,,,
33966,Copand½(1993),Comedy,,,,,,,
34002,RoomService(1938),Comedy,,,,,,,
34018,AttheCircus(1939),Comedy,Musical,,,,,,
34048,WaroftheWorlds(2005),Action,Adventure,Sci-Fi,Thriller,,,,
34063,Gambit(1966),Comedy,Crime,,,,,,
34065,BillionDollarBrain(1967),Drama,Thriller,,,,,,
34072,MarchofthePenguins(Marchedel'empereur,La)(2005),Documentary,,,,,,,
34129,Rebound(2005),Comedy,,,,,,,
34143,DarkWater(2005),Drama,Horror,Thriller,,,,,
34148,BeatThatMyHeartSkipped,The(Debattremoncoeurs'estarrêté)(2005),Drama,,,,,,,
34150,FantasticFour(2005),Action,Adventure,Fantasy,Sci-Fi,,,,
34153,Murderball(2005),Documentary,,,,,,,
34155,Saraband(2003),Drama,,,,,,,
34158,JulieJohnson(2001),Drama,,,,,,,
34162,WeddingCrashers(2005),Comedy,Romance,,,,,,
34164,HappyEndings(2005),Comedy,Drama,,,,,,
34170,C.H.O.M.P.S.(1979),Comedy,Sci-Fi,,,,,,
34177,Hindenburg,The(1975),Drama,Thriller,,,,,,
34185,StayingTogether(1989),Comedy,Drama,,,,,,
34189,TwinSitters(1994),Thriller,,,,,,,
34193,Conflict(1945),Drama,Film-Noir,,,,,,
34198,RussianDolls(LesPoupéesrusses)(2005),Comedy,Romance,,,,,,
34271,Hustle&Flow(2005),Crime,Drama,,,,,,
34292,Hardware(1990),Action,Horror,Sci-Fi,,,,,
34299,Appaloosa,The(1966),Western,,,,,,,
34319,Island,The(2005),Action,Drama,Sci-Fi,Thriller,,,,
34321,BadNewsBears(2005),Children,Comedy,,,,,,
34323,Devil'sRejects,The(2005),Action,Crime,Horror,,,,,
34326,LastDays(2005),Drama,,,,,,,
34330,November(2004),Drama,Mystery,,,,,,
34332,SkyHigh(2005),Action,Adventure,Children,Comedy,,,,
34334,Stealth(2005),Action,Adventure,Sci-Fi,Thriller,,,,
34336,MustLoveDogs(2005),Comedy,Romance,,,,,,
34338,Aristocrats,The(2005),Comedy,Documentary,,,,,,
34353,TwiceinaLifetime(1985),Drama,,,,,,,
34359,GeorgyGirl(1966),Comedy,,,,,,,
34405,Serenity(2005),Action,Adventure,Sci-Fi,Western,,,,
34437,BrokenFlowers(2005),Comedy,Drama,,,,,,
34473,Star,The(1952),Drama,,,,,,,
34482,BrowningVersion,The(1951),Drama,,,,,,,
34499,HeartIsDeceitfulAboveAllThings,The(2004),Drama,,,,,,,
34520,DukesofHazzard,The(2005),Action,Adventure,Comedy,,,,,
34523,Chumscrubber,The(2005),Comedy,Drama,,,,,,
34526,SecuestroExpress(2004),Action,Drama,Thriller,,,,,
34528,Junebug(2005),Comedy,Drama,,,,,,
34530,DeuceBigalow,,,,,,,,
34532,SkeletonKey,The(2005),Drama,Horror,Mystery,Thriller,,,,
34534,FourBrothers(2005),Action,Crime,Drama,,,,,
34536,GreatRaid,The(2005),Action,Drama,War,,,,,
34538,Asylum(2005),Romance,Thriller,,,,,,
34540,PrettyPersuasion(2005),Comedy,Drama,,,,,,
34542,GrizzlyMan(2005),Documentary,,,,,,,
34579,24thDay,The(2004),Thriller,,,,,,,
34583,PrimeCut(1972),Action,Crime,Drama,,,,,
34608,BestofEverything,The(1959),Drama,Romance,,,,,,
34624,SummerMagic(1963),Children,Comedy,Musical,,,,,
34643,ThreeStoogesMeetHercules,The(1962),Comedy,Fantasy,,,,,,
34645,RacewiththeDevil(1975),Action,Horror,Mystery,,,,,
34648,Acacia(2003),Horror,,,,,,,
34767,MyDatewithDrew(2004),Comedy,Documentary,Romance,,,,,
35015,Duma(2005),Adventure,Drama,,,,,,
35836,40YearOldVirgin,The(2005),Comedy,Romance,,,,,,
35957,RedEye(2005),Drama,Thriller,,,,,,
36056,ManoftheWest(1958),Western,,,,,,,
36152,Dreamchild(1985),Drama,Fantasy,Romance,,,,,
36276,Hidden(a.k.a.Cache)(Caché)(2005),Drama,Thriller,,,,,,
36392,Supercross(2005),Action,,,,,,,
36397,Valiant(2005),Adventure,Animation,Children,Comedy,Fantasy,War,,
36401,BrothersGrimm,The(2005),Adventure,Comedy,Fantasy,,,,,
36477,Baxter,The(2005),Comedy,Drama,Romance,,,,,
36509,Cave,The(2005),Action,Adventure,Horror,Sci-Fi,Thriller,,,
36511,Undiscovered(2005),Comedy,Drama,Romance,,,,,
36513,DirtyDeeds(2005),Comedy,,,,,,,
36517,ConstantGardener,The(2005),Drama,Thriller,,,,,,
36519,Transporter2(LeTransporteurII)(2005),Action,Crime,Thriller,,,,,
36523,MargaretCho,,,,,,,,
36525,JustLikeHeaven(2005),Comedy,Romance,,,,,,
36527,Proof(2005),Drama,,,,,,,
36529,LordofWar(2005),Action,Crime,Drama,Romance,Thriller,War,,
36531,Venom(2005),Horror,Thriller,,,,,,
36533,CryWolf(2005),Horror,Thriller,,,,,,
36535,EverythingIsIlluminated(2005),Adventure,Comedy,Drama,,,,,
36537,Thumbsucker(2005),Comedy,Drama,,,,,,
36539,ThingAboutMyFolks,The(2005),Comedy,,,,,,,
36541,HellBent(2004),Horror,Thriller,,,,,,
36545,G(2002),Drama,Romance,,,,,,
36553,InOldChicago(1937),Action,Drama,Musical,War,,,,
36708,FamilyGuyPresents,,,,,,,,
36752,RevengeoftheNinja(1983),Action,Drama,,,,,,
37211,GoWest(1940),Comedy,Musical,Western,,,,,
37240,WhyWeFight(2005),Documentary,,,,,,,
37287,Gertrud(1964),Drama,,,,,,,
37335,ComeDrinkwithMe(Dazuixia)(1966),Action,Adventure,Crime,,,,,
37380,Doom(2005),Action,Horror,Sci-Fi,,,,,
37382,Domino(2005),Crime,Drama,Thriller,,,,,
37384,Waiting...(2005),Comedy,,,,,,,
37386,AeonFlux(2005),Action,Sci-Fi,,,,,,
37475,UnfinishedLife,An(2005),Drama,,,,,,,
37477,Man,The(2005),Action,Comedy,Crime,,,,,
37545,Woyzeck(1979),Drama,,,,,,,
37720,ExorcismofEmilyRose,The(2005),Drama,Horror,Mystery,Thriller,,,,
37727,Flightplan(2005),Action,Drama,Thriller,,,,,
37729,CorpseBride(2005),Animation,Comedy,Fantasy,Musical,Romance,,,
37731,Hooligans(a.k.a.GreenStreetHooligans)(2005),Action,Crime,Drama,,,,,
37733,HistoryofViolence,A(2005),Action,Crime,Drama,Thriller,,,,
37736,OliverTwist(2005),Drama,,,,,,,
37739,GreatestGameEverPlayed,The(2005),Drama,,,,,,,
37741,Capote(2005),Crime,Drama,,,,,,
37830,FinalFantasyVII,,,,,,,,
37837,Côted'Azur(Crustacésetcoquillages)(2005),Comedy,Musical,Romance,,,,,
37844,RollBounce(2005),Comedy,Drama,Romance,,,,,
37846,DaltryCalhoun(2005),Comedy,Drama,,,,,,
37853,IntotheBlue(2005),Action,Adventure,Crime,Thriller,,,,
37855,PrizeWinnerofDefianceOhio,The(2005),Drama,,,,,,,
37857,MirrorMask(2005),Adventure,Children,Drama,Fantasy,,,,
37955,Innocence(2004),Drama,Fantasy,Mystery,,,,,
37957,4(2005),Drama,,,,,,,
37976,FlowersofSt.Francis(Francesco,giullarediDio)(1950),Drama,,,,,,,
38038,Wallace&Gromit,,,,,,,,
38061,KissKissBangBang(2005),Action,Comedy,Mystery,Thriller,,,,
38095,BittersweetLife,A(Dalkomhaninsaeng)(2005),Action,Crime,Drama,,,,,
38188,Bubble(2006),Crime,Drama,Mystery,,,,,
38198,Darwin'sNightmare(2004),Documentary,,,,,,,
38294,Beowulf&Grendel(2005),Action,Adventure,Drama,Fantasy,,,,
38304,NoDirectionHome,,,,,,,,
38320,ValerieandHerWeekofWonders(Valerieatýdendivu)(1970),Fantasy,Horror,,,,,,
38388,Goal!(2005),Drama,,,,,,,
38435,FortyShadesofBlue(2005),Drama,,,,,,,
38499,AngelsinAmerica(2003),Drama,Fantasy,,,,,,
38600,Factotum(2005),Drama,,,,,,,
38701,Don'tComeKnocking(2005),Drama,Western,,,,,,
38798,InHerShoes(2005),Comedy,Drama,,,,,,
38824,MotherofMine(Äideistäparhain)(2005),Drama,,,,,,,
38843,55DaysatPeking(1963),Drama,War,,,,,,
38886,SquidandtheWhale,The(2005),Comedy,Drama,,,,,,
38992,TwofortheMoney(2005),Drama,,,,,,,
38994,SeparateLies(2005),Drama,Romance,,,,,,
39052,StarWreck,,,,,,,,
39183,BrokebackMountain(2005),Drama,Romance,,,,,,
39231,Elizabethtown(2005),Comedy,Drama,Romance,,,,,
39234,NorthCountry(2005),Drama,,,,,,,
39292,GoodNight,andGoodLuck.(2005),Crime,Drama,Film-Noir,,,,,
39307,Dreamer,,,,,,,,
39369,DetectiveStory(1951),Crime,Drama,Film-Noir,,,,,
39381,Proposition,The(2005),Action,Crime,Drama,Western,,,,
39390,Gospel,The(2005),Drama,,,,,,,
39394,Dandelion(2004),Drama,,,,,,,
39398,C.S.A.,,,,,,,,
39400,Fog,The(2005),Action,Horror,Mystery,Thriller,,,,
39402,Loggerheads(2005),Drama,,,,,,,
39408,LeftBehind,,,,,,,,
39410,ProtocolsofZion(2005),Documentary,,,,,,,
39412,Living'tiltheEnd(2005),Drama,,,,,,,
39414,Shopgirl(2005),Comedy,Drama,Romance,,,,,
39416,KidsinAmerica(2005),Comedy,Drama,,,,,,
39419,WheretheTruthLies(2005),Drama,Thriller,,,,,,
39421,AfterSchoolSpecial(a.k.a.BarelyLegal)(2003),Comedy,,,,,,,
39425,Emmanuel'sGift(2005),Documentary,,,,,,,
39427,Stay(2005),Thriller,,,,,,,
39429,Confess(2005),Drama,Thriller,,,,,,
39435,LegendofZorro,The(2005),Action,Adventure,Drama,Western,,,,
39439,God'sSandbox(Tahara)(2002),Drama,,,,,,,
39441,NewYorkDoll(2005),Documentary,,,,,,,
39444,WeatherMan,The(2005),Comedy,Drama,,,,,,
39446,SawII(2005),Horror,Thriller,,,,,,
39449,Prime(2005),Comedy,Drama,Romance,,,,,
39474,OneWonderfulSunday(Subarashikinichiyobi)(1947),Drama,Romance,,,,,,
39659,Teorema(1968),Drama,,,,,,,
39703,LittleFish(2005),Crime,Drama,Romance,Thriller,,,,
39715,AmericanPiePresentsBandCamp(2005),Comedy,,,,,,,
39768,LifeisaMiracle(Zivotjecudo)(2004),Comedy,Drama,Romance,War,,,,
39869,Manderlay(2005),Drama,,,,,,,
39886,NineLives(2005),Drama,,,,,,,
